Tienda,Periodo,GOS,GOR,Prod,VtaNeta,JEq,ProdMeta,CAPO *,CAPE *,JEqMeta,VtaNetaMeta
P181 Supermercados SKA - PVE,202605,Fátima L,Fátima L,65774,693710,10.546948924731183,73813.94962833887,11.5,12.0,10.04229432420742,741261
P107 Mercaderes - PVS,202506,Hernán P,Daniel R,65731,2242582,34.11770833333335,59658.366691367155,33.0,31.5,37.590398704705265,2491576
P156 El Tambo Huancayo - PVS,202411,Hernán P,Daniel R,65695,1677603,25.536097222222217,0,31.0,27.0,,0
P156 El Tambo Huancayo - PVS,202508,Hernán P,Daniel R,65671,1635211,24.900006720430106,71277.19262208363,31.0,27.0,22.94157948489917,1549059
P177 Talara - PVH,202510,Sofía V,Melany A,65646,2868446,43.695665322580645,69411.93949784098,52.5,52.5,41.32496153762166,3394089
P181 Supermercados SKA - PVE,202409,Fátima L,Fátima L,65613,748924,11.414326388888888,0,11.5,12.0,,0
P156 El Tambo Huancayo - PVS,202406,Hernán P,Daniel R,65607,1733244,26.41877777777777,0,31.0,27.0,,0
P177 Talara - PVH,202411,Sofía V,Melany A,65571,3146570,47.987333333333346,0,52.5,52.5,,0
P037 Jockey Plaza - PVH,202402,Sebastián S,Johanna V,65563,5106603,77.88792385057472,0,75.5,70.5,,0
P208 La Victoria PVS,202508,Fátima L,Fátima L,65531,491321,7.497573924731182,59567.53145519932,10.0,9.0,8.24812608475343,578901
P105 Salamanca - PVS,202410,Hernán P,Daniel R,65525,2580220,39.37754032258066,0,44.0,40.5,,0
P158 Villa el Salvador - PVS,202601,Hernán P,Daniel R,65523,2430425,37.0924260752688,66518.69714907587,45.5,42.5,36.981595266169094,2459968
P238 Grifo Mexico - PVH,202403,Sebastián S,Rodolfo O,65512,1747553,26.675268817204305,0,27.0,27.0,,0
P059 Callao - PVH,202402,Sebastián S,Vik E,65512,3716744,56.734195402298866,0,60.5,57.5,,0
X210 Santa Cruz - PVE,202509,Fátima L,Fátima L,65504,315190,4.811770833333334,61499.14346050964,8.5,6.5,5.12511056682265,358846
P181 Supermercados SKA - PVE,202606,Fátima L,Fátima L,65478,647603,9.890368055555562,68616.06454204215,11.5,12.0,10.04229432420742,689063
1198 Cusco Wanchaq - PVH,202602,Sofía V,Joe H,65336,2518906,38.55291666666666,56431.153251777076,41.5,35.5,37.12487890603274,2095000
P118 Alfonso Ugarte - PVH,202507,Sebastián S,Vik E,65331,2662955,40.76116935483872,65544.24104709475,47.5,43.0,40.62836440636513,3071568
P059 Callao - PVH,202509,Sebastián S,Vik E,65318,3262649,49.95054166666668,74164.2036199185,60.5,57.5,43.99223440354911,3784111
P193 Trujillo Mansiche - PVS,202407,Fátima L,Fátima L,65301,803922,12.310967741935483,0,13.5,12.5,,0
1198 Cusco Wanchaq - PVH,202403,Sofía V,Joe H,65285,2341805,35.87067204301076,0,41.5,35.5,,0
P118 Alfonso Ugarte - PVH,202604,Sebastián S,Vik E,65245,2824864,43.29650694444438,72835.23014198776,47.5,43.0,41.48790599561813,3021781
P207 Villa Marina - PVS,202406,Fátima L,Fátima L,65244,611465,9.372027777777777,0,11.5,10.0,,0
V095 Monterrico - VIV,202506,María R,María R,65243,5349573,81.9944027777778,69693.55185334677,94.0,77.5,76.7585027271516,5537099
P064 Miraflores - PVH,202506,Sebastián S,Johanna V,65233,5548449,85.05588194444441,100266.49580725215,117.5,99.0,55.33702375184322,9804029
P112 Ceres - PVH,202405,Sebastián S,Rodolfo O,65229,3637903,55.77127688172044,0,53.5,54.0,,0
P159 Acho - PVH,202605,Sebastián S,Vik E,65196,2118463,32.49354838709696,65420.908515162606,36.0,35.0,31.443465596679005,2057060
P207 Villa Marina - PVS,202407,Fátima L,Fátima L,65180,645817,9.908245967741937,0,11.5,10.0,,0
P109 Dasso - PVS,202409,Hernán P,Daniel R,65154,5112709,78.47170138888889,0,87.0,77.5,,0
V095 Monterrico - VIV,202401,María R,María R,65132,4990917,76.62727822580645,0,94.0,77.5,,0
P180 Centro Trujillo - PVE,202403,Fátima L,Fátima L,65130,675748,10.37533602150538,0,11.0,12.0,,0
V095 Monterrico - VIV,202509,María R,María R,65121,5165049,79.31437500000004,66829.47399300514,94.0,77.5,77.28698613639561,5558391
P107 Mercaderes - PVS,202601,Hernán P,Daniel R,65105,1991286,30.585766129032258,0,33.0,31.5,35.22317754154448,0
P107 Mercaderes - PVS,202507,Hernán P,Daniel R,65103,2195280,33.72005376344087,60584.294318627166,33.0,31.5,36.23512751431095,2502907
P207 Villa Marina - PVS,202501,Fátima L,Fátima L,65097,556142,8.543340053763444,64597.89550626493,11.5,10.0,8.609283718013126,626834
P181 Supermercados SKA - PVE,202410,Fátima L,Fátima L,65094,780507,11.990369623655917,0,11.5,12.0,,0
P096 San Jorge - PVS,202511,Hernán P,Daniel R,65091,2950419,45.327479166666656,58870.9186336127,53.5,51.0,50.11674946610125,3191131
V116 Javier Prado - VIV,202505,María R,María R,65082,3402519,52.28026209677418,56505.444755931174,61.5,56.0,60.21577167823017,3465327
P180 Centro Trujillo - PVE,202402,Fátima L,Fátima L,65072,640357,9.840682471264369,0,11.0,12.0,,0
P059 Callao - PVH,202405,Sebastián S,Vik E,65032,3551221,54.60729166666665,0,60.5,57.5,,0
P132 El Ejercito - PVS,202408,Hernán P,Daniel R,65008,3257550,50.10969758064514,0,53.5,52.0,,0
P262 Talara Municipalidad - PVH,202502,Sofía V,Melany A,64984,3904541,60.08437500000001,74964.67487300797,60.5,60.5,52.08507375793184,4682952
P156 El Tambo Huancayo - PVS,202507,Hernán P,Daniel R,64976,1624890,25.0075,71383.26509957595,31.0,27.0,22.762895024952464,1514836
P052 Brasil - PVH,202402,Sebastián S,Vik E,64963,3760036,57.87974137931033,0,61.5,56.0,,0
P193 Trujillo Mansiche - PVS,202406,Fátima L,Fátima L,64925,796898,12.274111111111113,0,13.5,12.5,,0
P199 Grifo Kio - PVS,202412,Hernán P,Daniel R,64893,1640221,25.27597446236559,0,22.5,21.0,,0
V094 Benavides - VIV,202503,María R,María R,64887,3335318,51.40182795698925,54687.43230962181,64.5,61.0,60.98874236984752,3174805
P177 Talara - PVH,202508,Sofía V,Melany A,64829,3066906,47.30729838709678,72239.45370268569,52.5,52.5,42.454720139806085,3699432
V116 Javier Prado - VIV,202504,María R,María R,64803,3286679,50.71811111111112,56211.00769038375,61.5,56.0,58.470381959764545,3364998
P141 Chosica - PVH,202509,Sebastián S,Rodolfo O,64771,3404190,52.557215277777814,78186.3122162162,55.0,55.5,43.53946737615736,3739395
P066 Ate - PVH,202402,Sebastián S,Rodolfo O,64759,4444075,68.62524425287359,0,64.5,64.0,,0
P052 Brasil - PVH,202406,Sebastián S,Vik E,64744,3715245,57.38376388888888,0,61.5,56.0,,0
P052 Brasil - PVH,202506,Sebastián S,Vik E,64722,3472407,53.651354166666664,67981.0232569172,61.5,56.0,51.079060355960095,3943200
P191 Cine Rimac - PVS,202601,Fátima L,Fátima L,64714,630542,9.743501344086022,67231.47522897227,11.0,11.0,10.04229432420742,675158
P135 Colonial - PVH,202506,Sebastián S,Vik E,64661,3440874,53.21434027777779,70667.5371952007,63.0,59.0,48.6910194775216,3774694
P238 Grifo Mexico - PVH,202606,Sebastián S,Rodolfo O,64660,1541256,23.836263888888904,118016.31445247766,27.0,27.0,23.582599197509253,2783131
P107 Mercaderes - PVS,202511,Hernán P,Daniel R,64634,2088503,32.31282638888889,52097.67310547294,33.0,31.5,40.088212687959754,2553032
P110 Corpac - PVS,202409,Hernán P,Daniel R,64616,2205957,34.139340277777784,0,41.5,43.0,,0
P198 Chorrillos Iglesias - PVS,202601,Fátima L,Fátima L,64610,643587,9.961122311827957,73433.91674175039,11.5,10.0,10.042294324207418,737445
P191 Cine Rimac - PVS,202505,Fátima L,Fátima L,64598,640877,9.921041666666667,82119.4413559322,11.0,11.0,7.804202383966949,716950
V090 Pezet - VIV,202601,María R,María R,64597,3719546,57.58092741935485,58182.16948608453,66.0,65.5,58.11608116140653,3381320
P135 Colonial - PVH,202601,Sebastián S,Vik E,64521,3438453,53.291827956989245,70936.31136625029,63.0,59.0,55.02606479418825,3903346
P059 Callao - PVH,202507,Sebastián S,Vik E,64502,3669325,56.886572580645165,77989.94048270956,60.5,57.5,47.048692014497604,4066921
P135 Colonial - PVH,202502,Sebastián S,Vik E,64478,3701008,57.399739583333336,67135.80322168136,63.0,59.0,55.12718851041864,3698569
P180 Centro Trujillo - PVE,202406,Fátima L,Fátima L,64460,589565,9.146277777777778,0,11.0,12.0,,0
P207 Villa Marina - PVS,202505,Fátima L,Fátima L,64438,585529,9.086686827956987,65489.22342287955,11.5,10.0,8.940843079159762,638148
V093 Dos de Mayo - VIV,202512,María R,María R,64422,3354155,52.06546370967737,57779.04347158885,57.5,57.0,58.05140356207709,3366180
P120 Universitaria - PVH,202506,Sebastián S,Vik E,64377,4214268,65.4626388888889,79346.60733022733,69.5,59.0,53.11214356602443,4998298
P052 Brasil - PVH,202509,Sebastián S,Vik E,64337,3335745,51.848125,73345.39723425613,61.5,56.0,45.47995328658514,3761298
P192 Sullana - PVH,202506,Sofía V,Melany A,64318,2584678,40.18622222222223,76387.83767418984,43.5,41.0,33.836256120040936,2924957
P132 El Ejercito - PVS,202506,Hernán P,Daniel R,64305,2830209,44.01196527777778,74076.55930916149,53.5,52.0,38.20654234476536,3154057
P132 El Ejercito - PVS,202405,Hernán P,Daniel R,64288,3155230,49.07997311827956,0,53.5,52.0,,0
P226 Paita - PVH,202405,Sofía V,Melany A,64281,3794471,59.02924059139787,0,56.0,60.0,,0
P177 Talara - PVH,202406,Sofía V,Melany A,64271,3475746,54.079423611111125,0,52.5,52.5,,0
V095 Monterrico - VIV,202407,María R,María R,64243,5192395,80.8237029569893,0,94.0,77.5,,0
P107 Mercaderes - PVS,202510,Hernán P,Daniel R,64235,2137908,33.28274193548388,60711.95954232097,33.0,31.5,35.21394624908642,2655816
P258 Chaclacayo - PVS,202511,Hernán P,Daniel R,64221,1069260,16.64974305555555,63913.996564101006,19.0,21.5,16.729662632309523,1118704
P159 Acho - PVH,202511,Sebastián S,Vik E,64196,2052918,31.97881944444444,59211.856345393746,36.0,35.0,34.67073144987967,2028264
P115 Huancayo - PVH,202503,Sofía V,José A,64184,4717756,73.50352822580646,109741.89229286708,107.5,102.5,42.989561155094464,11381428
P258 Chaclacayo - PVS,202406,Hernán P,Daniel R,64128,1124878,17.541270833333336,0,19.0,21.5,,0
P177 Talara - PVH,202511,Sofía V,Melany A,64114,2961508,46.191250000000004,68849.37727316927,52.5,52.5,43.01430815052709,3552162
1198 Cusco Wanchaq - PVH,202502,Sofía V,Joe H,64106,2116916,33.02203125,59215.67715896099,41.5,35.5,35.749240936944204,1933409
P181 Supermercados SKA - PVE,202604,Fátima L,Fátima L,64089,688852,10.748305555555552,71589.76943814485,11.5,12.0,10.04229432420742,718926
P220 Trujillo Valcarcel - PVS,202604,Fátima L,Fátima L,64034,923700,14.425152777777784,61307.10991898904,13.5,14.5,13.189776457714554,808627
P059 Callao - PVH,202505,Sebastián S,Vik E,64015,3663874,57.234643817204294,68283.58670049408,60.5,57.5,53.65672333631956,3755811
V290 Asia - VIV,202604,María R,María R,63999,1956145,30.5652569444445,25243.85493756505,22.0,20.0,96.1,2425934
P220 Trujillo Valcarcel - PVS,202407,Fátima L,Fátima L,63991,873658,13.652916666666671,0,13.5,14.5,,0
P180 Centro Trujillo - PVE,202405,Fátima L,Fátima L,63987,593198,9.27057795698925,0,11.0,12.0,,0
P220 Trujillo Valcarcel - PVS,202412,Fátima L,Fátima L,63976,893654,13.968669354838713,0,13.5,14.5,,0
V095 Monterrico - VIV,202510,María R,María R,63965,5316395,83.11465053763442,70012.91888256739,94.0,77.5,75.93448473298456,5484296
P198 Chorrillos Iglesias - PVS,202503,Fátima L,Fátima L,63958,705803,11.035443548387098,71553.46577939564,11.5,10.0,9.86399557746148,775198
P135 Colonial - PVH,202402,Sebastián S,Vik E,63939,3678518,57.53180316091955,0,63.0,59.0,,0
SO06 Tarapoto 2 - PVO,202602,Sofía V,José A,63928,5620898,87.92541666666666,88558.52701785715,84.0,76.0,84,7438916
1198 Cusco Wanchaq - PVH,202404,Sofía V,Joe H,63907,2127137,33.28509722222223,0,41.5,35.5,,0
V095 Monterrico - VIV,202411,María R,María R,63904,5243032,82.04593055555557,0,94.0,77.5,,0
P206 La Paz - PVS,202409,Fátima L,Fátima L,63895,1019846,15.961263888888896,0,17.0,13.5,,0
P135 Colonial - PVH,202509,Sebastián S,Vik E,63870,3182482,49.827118055555566,64266.18004030194,63.0,59.0,49.52032963534219,3789743
P096 San Jorge - PVS,202503,Hernán P,Daniel R,63848,3240910,50.75997311827958,64399.81744685414,53.5,51.0,50.32483737511457,3239805
P132 El Ejercito - PVS,202501,Hernán P,Daniel R,63836,2895922,45.36475134408603,73879.16064400056,53.5,52.0,39.19808786072297,3098967
P112 Ceres - PVH,202402,Sebastián S,Rodolfo O,63806,3567587,55.91285201149424,0,53.5,54.0,,0
P110 Corpac - PVS,202508,Hernán P,Daniel R,63787,2150736,33.717654569892474,69624.75965334079,41.5,43.0,30.890393887295833,2382280
P238 Grifo Mexico - PVH,202511,Sebastián S,Rodolfo O,63774,1440427,22.58647222222222,54175.41979578362,27.0,27.0,26.58819563244263,1361378
P110 Corpac - PVS,202510,Hernán P,Daniel R,63766,2129290,33.39216397849462,69411.88871384629,41.5,43.0,30.676150432645542,2452035
V095 Monterrico - VIV,202507,María R,María R,63700,5226859,82.05467741935485,67455.64004165113,94.0,77.5,77.485866663968,5538448
V090 Pezet - VIV,202606,María R,María R,63681,3653879,57.377590277777635,60624.92730909955,66.0,65.5,58.11608116140653,3523283
P261 El Agustino - PVH,202408,Sebastián S,Rodolfo O,63681,1761197,27.656633064516132,0,34.0,34.0,,0
P118 Alfonso Ugarte - PVH,202505,Sebastián S,Vik E,63669,2816787,44.24103494623655,55524.79391184231,47.5,43.0,50.73024700410887,2899612
1593 Aventura SJL - PVH,202401,Sebastián S,Rodolfo O,63660,4339531,68.16734543010749,0,65.5,63.0,,0
P118 Alfonso Ugarte - PVH,202602,Sebastián S,Vik E,63654,2741659,43.07109374999999,69461.27965350603,47.5,43.0,41.48790599561813,2881803
V095 Monterrico - VIV,202409,María R,María R,63647,5146841,80.86526388888893,0,94.0,77.5,,0
P220 Trujillo Valcarcel - PVS,202404,Fátima L,Fátima L,63627,930156,14.618770833333338,0,13.5,14.5,,0
P059 Callao - PVH,202510,Sebastián S,Vik E,63586,3319560,52.20602822580646,72152.41864229506,60.5,57.5,46.007610589703845,3761453
X209 Bolognesi - PVE,202411,Fátima L,Fátima L,63580,552421,8.688555555555556,0,11.0,10.0,,0
P141 Chosica - PVH,202402,Sebastián S,Rodolfo O,63558,3486172,54.8498275862069,0,55.0,55.5,,0
P052 Brasil - PVH,202508,Sebastián S,Vik E,63556,3491522,54.93588709677422,73884.37401105447,61.5,56.0,47.25656983271732,3747353
P141 Chosica - PVH,202506,Sebastián S,Rodolfo O,63551,3556361,55.960576388888896,74883.11507510125,55.0,55.5,47.49216557608853,3764947
P109 Dasso - PVS,202402,Hernán P,Daniel R,63535,4865125,76.57451867816093,0,87.0,77.5,,0
P177 Talara - PVH,202604,Sofía V,Melany A,63523,2969277,46.74361805555521,69653.13224983349,52.5,52.5,46.96520825461973,3271274
P156 El Tambo Huancayo - PVS,202409,Hernán P,Daniel R,63519,1704533,26.834986111111107,0,31.0,27.0,,0
P096 San Jorge - PVS,202604,Hernán P,Daniel R,63514,3036566,47.809173611110936,66983.48915865623,53.5,51.0,45.51580955836195,3048808
P258 Chaclacayo - PVS,202605,Hernán P,Daniel R,63508,1187393,18.696633064516107,64065.809258510984,19.0,21.5,17.464859694273773,1118900
P177 Talara - PVH,202504,Sofía V,Melany A,63499,3110946,48.99236805555556,56231.15137462231,52.5,52.5,55.32424561742126,3412034
P135 Colonial - PVH,202505,Sebastián S,Vik E,63470,3787342,59.67180107526883,65573.41856219858,63.0,59.0,57.75728081657934,3859746
P193 Trujillo Mansiche - PVS,202409,Fátima L,Fátima L,63468,800409,12.611229166666666,0,13.5,12.5,,0
P181 Supermercados SKA - PVE,202601,Fátima L,Fátima L,63462,677601,10.677305107526884,82633.76673791064,11.5,12.0,10.04229432420742,829833
P191 Cine Rimac - PVS,202509,Fátima L,Fátima L,63444,630922,9.94447222222222,72592.02448205935,11.0,11.0,8.691339227712657,689080
P193 Trujillo Mansiche - PVS,202511,Fátima L,Fátima L,63436,1010599,15.931125,60464.265333343064,13.5,12.5,16.713986921506585,874242
P181 Supermercados SKA - PVE,202502,Fátima L,Fátima L,63412,689677,10.876145833333334,73170.12295007684,11.5,12.0,9.425662035180107,757856
P207 Villa Marina - PVS,202412,Fátima L,Fátima L,63408,712910,11.243279569892476,0,11.5,10.0,,0
V095 Monterrico - VIV,202405,María R,María R,63395,5369308,84.69637768817206,0,94.0,77.5,,0
1199 San Miguel - PVH,202405,Sebastián S,Vik E,63381,5370305,84.73048387096772,0,84.5,78.5,,0
P123 El Chacarero - PVH,202505,Sofía V,Melany A,63348,8571966,135.31649193548384,75861.02741599329,88.5,92.5,112.99564601194456,6243191
P109 Dasso - PVS,202408,Hernán P,Daniel R,63322,5176808,81.75350806451611,0,87.0,77.5,,0
P052 Brasil - PVH,202405,Sebastián S,Vik E,63305,3654509,57.72883064516132,0,61.5,56.0,,0
P220 Trujillo Valcarcel - PVS,202605,Fátima L,Fátima L,63291,941433,14.87476478494623,63211.8242089197,13.5,14.5,13.189776457714554,833750
P258 Chaclacayo - PVS,202603,Hernán P,Daniel R,63266,1249248,19.74588037634409,76421.77623319862,19.0,21.5,17.464859694273773,1334696
V095 Monterrico - VIV,202402,María R,María R,63233,4949663,78.27679597701152,0,94.0,77.5,,0
X209 Bolognesi - PVE,202412,Fátima L,Fátima L,63223,653032,10.328951612903229,0,11.0,10.0,,0
P181 Supermercados SKA - PVE,202504,Fátima L,Fátima L,63187,730843,11.566430555555556,69384.48765408828,11.5,12.0,10.533237251005877,797358
P159 Acho - PVH,202406,Sebastián S,Vik E,63183,2184947,34.581069444444445,0,36.0,35.0,,0
P181 Supermercados SKA - PVE,202506,Fátima L,Fátima L,63160,686892,10.875374999999998,77753.59044072454,11.5,12.0,8.834211463503435,821000
P191 Cine Rimac - PVS,202404,Fátima L,Fátima L,63129,655827,10.38872916666667,0,11.0,11.0,,0
P132 El Ejercito - PVS,202606,Hernán P,Daniel R,63107,2816904,44.63695833333346,70791.61185351801,53.5,52.0,43.483853774506514,3078292
P206 La Paz - PVS,202510,Fátima L,Fátima L,63050,929282,14.738857526881716,69085.92592975532,17.0,13.5,13.451098577514443,1145472
P191 Cine Rimac - PVS,202602,Fátima L,Fátima L,63035,627573,9.9559375,65381.70258735373,11.0,11.0,10.04229432420742,656582
P108 Ayacucho - PVS,202602,Hernán P,Daniel R,63027,2959385,46.954114583333336,79260.85109880863,51.0,49.0,41.45189799065107,3285513
P156 El Tambo Huancayo - PVS,202403,Hernán P,Daniel R,63002,1855531,29.452076612903216,0,31.0,27.0,,0
P135 Colonial - PVH,202410,Sebastián S,Vik E,62957,3552781,56.43147849462365,0,63.0,59.0,,0
V095 Monterrico - VIV,202502,María R,María R,62937,4943060,78.54036458333331,66394.46622887207,94.0,77.5,74.44988597333551,4927338
P059 Callao - PVH,202504,Sebastián S,Vik E,62920,3445128,54.754243055555555,65322.50143660213,60.5,57.5,52.74029001084139,3670194
P105 Salamanca - PVS,202602,Hernán P,Daniel R,62899,2407695,38.27864583333333,69895.46049114769,44.0,40.5,35.76242179585583,2499631
V090 Pezet - VIV,202604,María R,María R,62892,3673070,58.402895833333204,63124.314867537665,66.0,65.5,58.11608116140653,3668538
P109 Dasso - PVS,202405,Hernán P,Daniel R,62829,5216223,83.02254032258067,0,87.0,77.5,,0
P180 Centro Trujillo - PVE,202408,Fátima L,Fátima L,62824,607578,9.671102150537635,0,11.0,12.0,,0
P156 El Tambo Huancayo - PVS,202401,Hernán P,Daniel R,62823,1742207,27.731854838709683,0,31.0,27.0,,0
V095 Monterrico - VIV,202602,María R,María R,62805,4849465,77.21447916666668,61836.88252978093,94.0,77.5,81.02314964838428,5010219
P261 El Agustino - PVH,202604,Sebastián S,Rodolfo O,62805,1795576,28.589749999999803,58338.3834619897,34.0,34.0,29.696606396863505,1732452
P159 Acho - PVH,202604,Sebastián S,Vik E,62766,2012869,32.06918749999983,62689.124534930095,36.0,35.0,31.443465596679005,1971163
P193 Trujillo Mansiche - PVS,202501,Fátima L,Fátima L,62760,803194,12.797768817204304,90201.5878729337,13.5,12.5,8.904430830324774,1014394
P177 Talara - PVH,202409,Sofía V,Melany A,62753,3105864,49.49359722222222,0,52.5,52.5,,0
P238 Grifo Mexico - PVH,202508,Sebastián S,Rodolfo O,62698,1427545,22.768487903225807,62459.99874036384,27.0,27.0,22.85534067866497,1567585
P118 Alfonso Ugarte - PVH,202606,Sebastián S,Vik E,62674,2452236,39.12713194444415,61377.4655020899,47.5,43.0,41.48790599561813,2546423
P118 Alfonso Ugarte - PVH,202508,Sebastián S,Vik E,62671,2486996,39.68336693548387,69732.65438343852,47.5,43.0,35.6647319966449,2909496
P180 Centro Trujillo - PVE,202410,Fátima L,Fátima L,62652,609408,9.726848118279573,0,11.0,12.0,,0
P156 El Tambo Huancayo - PVS,202505,Hernán P,Daniel R,62649,1636554,26.122560483870966,69690.4551929199,31.0,27.0,23.483191571494622,1509920
P258 Chaclacayo - PVS,202410,Hernán P,Daniel R,62649,1188044,18.963602150537632,0,19.0,21.5,,0
P159 Acho - PVH,202403,Sebastián S,Vik E,62643,2429737,38.78677419354839,0,36.0,35.0,,0
P159 Acho - PVH,202606,Sebastián S,Vik E,62628,1893904,30.240680555555524,60897.923258886636,36.0,35.0,31.443465596679005,1914842
V140 Libertadores - VIV,202512,María R,María R,62627,3066355,48.9621774193548,58527.687323498205,59.0,50.0,52.39152391331368,3176297
V090 Pezet - VIV,202508,María R,María R,62610,3860930,61.66609543010755,62117.90575508813,66.0,65.5,62.15487149908861,3653890
1199 San Miguel - PVH,202402,Sebastián S,Vik E,62597,5172296,82.62806034482759,0,84.5,78.5,,0
V090 Pezet - VIV,202511,María R,María R,62569,3732556,59.65536111111114,57147.04269667009,66.0,65.5,65.31494568865054,3588152
V090 Pezet - VIV,202503,María R,María R,62561,3580872,57.23826612903228,61073.20519724679,66.0,65.5,58.632452291228816,3794339
P118 Alfonso Ugarte - PVH,202601,Sebastián S,Vik E,62540,2593587,41.471048387096765,63177.380626943086,47.5,43.0,41.48790599561813,2621097
P261 El Agustino - PVH,202511,Sebastián S,Rodolfo O,62495,1848445,29.577479166666663,64087.47543955049,34.0,34.0,28.842528392985564,1820105
P059 Callao - PVH,202502,Sebastián S,Vik E,62492,3438742,55.02708333333332,68787.09902074098,60.5,57.5,49.991085668013646,3445531
P177 Talara - PVH,202506,Sofía V,Melany A,62470,2996137,47.96122916666665,67484.69746541767,52.5,52.5,44.39727423443456,3640308
P192 Sullana - PVH,202404,Sofía V,Melany A,62469,2598351,41.594097222222224,0,43.5,41.0,,0
P135 Colonial - PVH,202405,Sebastián S,Vik E,62451,3530353,56.53008064516127,0,63.0,59.0,,0
P158 Villa el Salvador - PVS,202508,Hernán P,Daniel R,62451,2341679,37.49652553763441,65077.749545937026,45.5,42.5,35.982785304323684,2401397
P118 Alfonso Ugarte - PVH,202407,Sebastián S,Vik E,62423,2946064,47.19510080645162,0,47.5,43.0,,0
P220 Trujillo Valcarcel - PVS,202406,Fátima L,Fátima L,62422,856504,13.721215277777777,0,13.5,14.5,,0
P207 Villa Marina - PVS,202405,Fátima L,Fátima L,62371,602683,9.662916666666668,0,11.5,10.0,,0
P107 Mercaderes - PVS,202509,Hernán P,Daniel R,62342,2125939,34.10103472222222,56194.808763333,33.0,31.5,37.83158438982305,2645208
P159 Acho - PVH,202505,Sebastián S,Vik E,62309,1989571,31.930678763440856,55049.27232488407,36.0,35.0,36.141641223850456,2024388
P258 Chaclacayo - PVS,202408,Hernán P,Daniel R,62280,1213449,19.48370967741936,0,19.0,21.5,,0
P261 El Agustino - PVH,202602,Sebastián S,Rodolfo O,62232,1815764,29.1771875,57191.08821738567,34.0,34.0,29.696606396863505,1698381
P118 Alfonso Ugarte - PVH,202511,Sebastián S,Vik E,62229,2507948,40.301673611111106,64444.085821496075,47.5,43.0,38.91665042695731,3048531
P059 Callao - PVH,202404,Sebastián S,Vik E,62212,3340792,53.70020833333333,0,60.5,57.5,,0
P059 Callao - PVH,202506,Sebastián S,Vik E,62198,3322932,53.42540972222225,73709.55165905898,60.5,57.5,45.08142371249396,3793753
P207 Villa Marina - PVS,202603,Fátima L,Fátima L,62177,647020,10.406102150537633,67737.98719085919,11.5,10.0,10.042294324207418,680245
P110 Corpac - PVS,202501,Hernán P,Daniel R,62169,2185237,35.149879032258056,64546.729086109925,41.5,43.0,33.855111962137364,2347229
P135 Colonial - PVH,202404,Sebastián S,Vik E,62163,3504098,56.36915277777779,0,63.0,59.0,,0
P220 Trujillo Valcarcel - PVS,202408,Fátima L,Fátima L,62159,777329,12.505490591397853,0,13.5,14.5,,0
P135 Colonial - PVH,202411,Sebastián S,Vik E,62100,3602140,58.005159722222224,0,63.0,59.0,,0
P096 San Jorge - PVS,202508,Hernán P,Daniel R,62048,2856244,46.03276209677419,63836.5992965744,53.5,51.0,44.743041632439706,3140492
P177 Talara - PVH,202401,Sofía V,Melany A,61992,3333399,53.77110215053765,0,52.5,52.5,,0
P198 Chorrillos Iglesias - PVS,202504,Fátima L,Fátima L,61981,613405,9.896638888888889,60463.4771318815,11.5,10.0,10.145057960561125,674470
P238 Grifo Mexico - PVH,202604,Sebastián S,Rodolfo O,61981,1474556,23.79047222222222,73667.26905927683,27.0,27.0,23.582599197509253,1737266
P158 Villa el Salvador - PVS,202408,Hernán P,Daniel R,61979,2299143,37.095625,0,45.5,42.5,,0
P158 Villa el Salvador - PVS,202606,Hernán P,Daniel R,61962,2347084,37.879381944444056,62557.850578079015,45.5,42.5,36.981595266169094,2313489
P181 Supermercados SKA - PVE,202511,Fátima L,Fátima L,61947,712017,11.493999999999998,71204.44417484931,11.5,12.0,9.999618538578487,864725
P110 Corpac - PVS,202411,Hernán P,Daniel R,61868,2180306,35.241500000000016,0,41.5,43.0,,0
P193 Trujillo Mansiche - PVS,202410,Fátima L,Fátima L,61857,792295,12.80849462365592,0,13.5,12.5,,0
P159 Acho - PVH,202507,Sebastián S,Vik E,61841,2010223,32.506485215053765,63351.52036943961,36.0,35.0,31.731244621711063,2288125
1199 San Miguel - PVH,202404,Sebastián S,Vik E,61827,5352725,86.57575694444442,0,84.5,78.5,,0
V116 Javier Prado - VIV,202501,María R,María R,61822,3268596,52.87093413978494,59762.56640133547,61.5,56.0,54.69303473431421,3179676
P207 Villa Marina - PVS,202510,Fátima L,Fátima L,61766,551640,8.93111559139785,58324.04545410526,11.5,10.0,9.458198341781374,657794
P198 Chorrillos Iglesias - PVS,202508,Fátima L,Fátima L,61745,620337,10.04674059139785,56120.828959276005,11.5,10.0,11.053604365861148,664981
P226 Paita - PVH,202409,Sofía V,Melany A,61743,3313877,53.6720138888889,0,56.0,60.0,,0
P134 Centro Civico - PVH,202502,Sebastián S,Vik E,61706,4481766,72.63041666666669,70330.85417420359,79.5,67.0,63.724043488780076,4805013
P206 La Paz - PVS,202411,Fátima L,Fátima L,61655,962555,15.611944444444449,0,17.0,13.5,,0
P110 Corpac - PVS,202503,Hernán P,Daniel R,61577,2347002,38.115188172043005,63805.815704606866,41.5,43.0,36.78351219370968,2436628
P135 Colonial - PVH,202504,Sebastián S,Vik E,61563,3653034,59.33836805555557,65271.5617707577,63.0,59.0,55.96669377745142,3980602
